Name,Price,Publisher,Date of Release,Category,Age Rating,Actual_size,Date
MOV Converter.,269.0,Video Conversion Apps,2020-07-23,Business,3.0,26.8,Thursday
Guide for Adobe Afte,199.0,Po APP,2021-07-20,Books & reference,3.0,49.75,Tuesday
Client for Google Bo,269.0,Trending Apps.,2020-05-26,Books & reference,3.0,28.2,Tuesday
Canon Camera Managem,269.0,SadIT,2021-09-23,Photo & video,3.0,166.79,Thursday
My Summer Car User T,184.0,Ru Studio,2021-08-30,Utilities & tools,3.0,170.71,Monday
My Very Hungry Cater,219.0,StoryToys,2015-03-23,Entertainment,3.0,34.14,Monday
Oxford Dictionary of,1624.0,MobiSystems,2015-01-23,Books & reference  >  Reference,3.0,200.33,Friday
Vector Artist,164.0,Marjupi Games,2015-01-16,Multimedia design  >  Illustration & graphic design,3.0,5.66,Friday
Karaoke,79.0,YabaDough,2017-04-12,Entertainment,3.0,1.88,Wednesday
Beginners Class Micr,324.0,Bebe Applications,2016-09-28,Education  >  Instructional tools,3.0,8.2,Wednesday
Yi Action Camera,54.0,Taymuraz,2015-10-09,Photo & video,3.0,1004.0,Friday
My Football Playbook,164.0,"Appaveli, LLC",2020-06-22,Sports,3.0,25.17,Monday
Express Rip,2174.0,NCH Software,2020-07-14,Productivity,3.0,21.37,Tuesday
Betta Fish - Virtual,269.0,Lighthouse Games Studio,2021-05-14,Entertainment,3.0,265.46,Friday
Tips The Sims 3,269.0,TaskiriApps,2021-05-27,Education  >  Books & reference,3.0,262.95,Thursday
Backup to Google Dri,269.0,Swift Apps.,2020-05-27,Business,3.0,31.5,Wednesday
BlueJeans Guide,269.0,Business Software.,2020-11-15,Books & reference,3.0,243.28,Sunday
Alexa Guide,269.0,Production Apps,2021-01-18,Books & reference,3.0,157.21,Monday
Super Mario Maker 2 ,229.0,RollerApps,2021-03-09,Education  >  Books & reference,3.0,54.48,Tuesday
Remote for LG TV,164.0,John Li,2019-08-13,Photo & video,3.0,27.25,Tuesday
Akai MPC2 101 MPC2 S,549.0,AskVideo,2019-05-24,Music,3.0,290.88,Friday
Photos Opener Pro Fo,164.0,Media Life,2018-12-05,Utilities & tools  >  File managers,3.0,32.22,Wednesday
Cloud Drive PRO for ,1524.0,Crity Inc,2021-01-16,Social,3.0,185.05,Saturday
4K Movie Maker Pro X,699.0,Cstudios,2021-05-17,Utilities & tools,3.0,447.06,Monday
Genealogical Tree,269.0,familytree.ru,2020-02-05,Kids & family  >  Books & reference,3.0,52.13,Wednesday
Guide Counter Strike,269.0,GulApps,2021-09-09,Photo & video,3.0,53.38,Thursday
Cast to Philips TV,269.0,National Software,2020-09-22,Business,3.0,26.48,Tuesday
Editor of MP3 Tags P,874.0,Yellow Elephant Productions,2019-08-06,Music,3.0,33.53,Tuesday
Icecream Slideshow M,549.0,Icecream Apps,2018-08-16,Photo & video,3.0,56.37,Thursday
Photo Editor PRO ™,1199.0,Racanātmakatā,2021-03-29,Photo & video,3.0,32.41,Monday
JPG to SVG Converter,269.0,Vision Software.,2021-06-17,Business,3.0,25.5,Thursday
VSD Viewer .,269.0,Smart Apps.,2021-07-04,Business,3.0,25.18,Sunday
Guides Clash Royale ,219.0,UlkApps,2020-03-23,Education  >  Books & reference,3.0,77.1,Monday
PDF Compression Tool,489.0,Roxy,2017-09-15,Utilities & tools,3.0,22.62,Friday
Edu Pack 4 Minecraft,824.0,Computers 4 Kids,2020-01-06,Education  >  Study guides,3.0,4.16,Monday
Docker and Kubernete,549.0,syncoinapp,2020-08-12,Education  >  Early learning,3.0,36.12,Wednesday
Minecraft for Window,1674.0,Microsoft Studios,2018-10-09,Action & adventure,7.0,818.56,Tuesday
Minecraft for Window,2724.0,Microsoft Studios,2018-10-09,Action & adventure,7.0,818.56,Tuesday
Forza Horizon 5 Prem,6599.0,Xbox Game Studios,2021-11-04,Racing & flying,3.0,20.23,Thursday
Microsoft Flight Sim,489.0,Xbox Game Studios,2021-07-27,Simulation,3.0,123010.0,Tuesday
Microsoft Flight Sim,6399.2,Xbox Game Studios,2021-07-27,Simulation,3.0,123010.0,Tuesday
Age of Empires IV Pr,3999.0,Xbox Game Studios,2021-10-28,Strategy,12.0,93000.0,Thursday
Euro Truck Simulator,154.0,Ironjaw Studios Private Limited,2016-11-15,Simulation,3.0,451.5,Tuesday
Forza Horizon 4 Ulti,489.0,Microsoft Studios,2018-10-01,Racing & flying,3.0,14510.0,Monday
Plague Inc.,54.0,Ndemic Creations LTD,2015-05-13,Strategy,12.0,58.37,Wednesday
Halo 3,489.0,Xbox Game Studios,2020-07-14,Shooter,16.0,10.12,Tuesday
Forza Horizon 4 Stan,489.0,Microsoft Studios,2018-10-01,Racing & flying,3.0,10.09,Monday
Quantum Break,699.0,Xbox Game Studios,2016-04-05,Action & adventure,16.0,42300.0,Tuesday
Rise of Nations: Ext,489.0,Microsoft Studios,2017-09-14,Simulation,12.0,2520.0,Thursday
Halo 4,489.0,Xbox Game Studios,2020-11-17,Shooter,16.0,10.12,Tuesday
Microsoft Flight Sim,4799.2,Xbox Game Studios,2021-07-27,Simulation,3.0,123010.0,Tuesday
Rise of the Tomb Rai,1999.0,Square Enix Ltd.,2016-01-22,Action & adventure,18.0,33720.0,Friday
Train Simulator Worl,699.0,Dovetail Games,2017-11-16,Simulation,3.0,19820.0,Thursday
Vocabulary Builder P,2174.0,Racanātmakatā,2021-03-10,Card & board,3.0,44.61,Wednesday
DOOM Eternal Deluxe ,3999.2,Bethesda Softworks,2020-12-01,Shooter,18.0,33.64,Tuesday
Call of Duty®: Infin,3524.0,Activision Publishing Inc.,2016-11-03,Action & adventure,18.0,124350.0,Thursday
Forza Horizon 4 Ulti,3059.1,Microsoft Studios,2018-10-01,Racing & flying,3.0,14510.0,Monday
KBC-game,54.0,Dhruv Parikh,2014-12-03,Family & kids,3.0,3.03,Wednesday
Mini Motor Racing,164.0,NEXTGEN REALITY PTY LTD,2014-04-30,Racing & flying,3.0,1950.0,Wednesday
Forza Horizon 5 Prem,3059.1,Xbox Game Studios,2021-11-04,Racing & flying,3.0,20.23,Thursday
Planet of Cubes Surv,54.0,Solverlabs,2019-09-23,Action & adventure,7.0,382.12,Monday
Dino T Rex ™️ - Dino,1199.0,Racanātmakatā,2021-07-02,Action & adventure,3.0,28.3,Friday
Just Cause 4 - Compl,3199.2,Square Enix,2019-11-07,Action & adventure,18.0,7970.0,Thursday
Top Gun Air Combat,549.0,Pix Arts,2020-09-15,Racing & flying,3.0,1280.0,Tuesday
ABC DRAW for Kids : ,234.0,NovaSoftwares,2020-05-18,Educational,3.0,300.25,Monday
Just Cause 4 - Gold ,2799.2,Square Enix,2019-11-07,Action & adventure,18.0,7720.0,Thursday
RESIDENT EVIL 7 bioh,489.0,株式会社 カプコン,2017-01-23,Action & adventure,18.0,21210.0,Monday
Flight Unlimited X,1099.0,Flight Systems LLC,2016-06-06,Racing & flying,3.0,3570.0,Monday
Toca Life: Vacation,164.0,Toca Boca AB,2016-06-23,Family & kids,3.0,373.3,Thursday
Spring Fashionista D,109.0,Friyi,2016-08-24,Family & kids,3.0,32.51,Wednesday
Call of Duty®: Infin,5499.0,Activision Publishing Inc.,2016-11-03,Action & adventure,18.0,208310.0,Thursday
ARK: Survival Evolve,489.0,Studio Wildcard,2017-12-19,Action & adventure,16.0,117850.0,Tuesday
Call of Duty®: Moder,2249.0,Activision Publishing Inc.,2016-10-25,Action & adventure,16.0,83960.0,Tuesday
Halo Wars: Definitiv,489.0,Microsoft Studios,2017-04-20,Strategy,16.0,9400.0,Thursday
Imperator: Rome,2174.0,Paradox Interactive,2019-06-09,Strategy,12.0,526.57,Sunday
Cities: Skylines - P,3029.2,Paradox Interactive,2019-01-31,Simulation,3.0,12080.0,Thursday
Bloons TD 6,549.0,Ninja Kiwi,2021-04-07,Strategy,3.0,1120.0,Wednesday
Metro Simulator,1099.0,United Independent Entertainment,2021-07-08,Simulation,3.0,2920.0,Thursday
RESIDENT EVIL 7 bioh,2000.0,"CAPCOM CO., LTD.",2017-01-23,Action & adventure,18.0,30560.0,Monday
SpiderMan Adventure,549.0,ilker bekmezci,2021-09-27,Action & adventure,3.0,36.27,Monday
Injustice™ 2 - Legen,1019.2,Warner Bros. Interactive Entertainment,2018-03-27,Fighting,16.0,62090.0,Tuesday
Maneater Apex Editio,2179.2,Tripwire Interactive LLC,2021-08-31,Action & adventure,18.0,10.11,Tuesday
Metro Exodus Gold Ed,824.0,Deep Silver,2019-06-09,Shooter,18.0,15140.0,Sunday
Halo: The Master Chi,489.0,Xbox Game Studios,2019-12-03,Shooter,16.0,60.72,Tuesday
Halo: Combat Evolved,489.0,Xbox Game Studios,2020-03-03,Shooter,16.0,10.12,Tuesday
Mystery of the Ancie,549.0,Big Fish Games,2019-08-31,Action & adventure,16.0,756.98,Saturday
50 Years (for Window,269.0,Aleksandr Golovkin,2021-05-12,Card & board,7.0,51.41,Wednesday
Ninja Warrior Epic Q,269.0,Pix Arts,2020-09-21,Platformer,3.0,152.86,Monday
Halo 2: Anniversary,489.0,Xbox Game Studios,2020-05-13,Shooter,16.0,10.12,Wednesday
Peppa Pig World Pro,54.0,NEXTSYS,2019-06-13,Family & kids,3.0,23.31,Thursday
Chess - tactics and ,269.0,vlasovsoft,2019-04-08,Card & board,3.0,68.16,Monday
Chess_Game_2,179.0,Game Monster Store,2021-09-28,Simulation,3.0,20.23,Tuesday
MARVEL VS. CAPCOM: I,2724.0,株式会社 カプコン,2017-09-19,Fighting,12.0,25000.0,Tuesday
Windows Store - DiRT,2174.0,株式会社 カプコン,2017-09-19,Fighting,12.0,25000.0,Tuesday
Dead Dungeon for Win,269.0,Drageus Games S.A.,2020-11-06,Action & adventure,7.0,215.9,Friday
Metro Saga Bundle,3249.0,Deep Silver,2020-12-14,Shooter,18.0,15140.0,Monday
Princess RPG (Window,269.0,Breakthrough Gaming LLC,2020-10-26,Action & adventure,7.0,122.54,Monday
Brick Breaker+,64.0,XiLaos,2020-12-16,Strategy,3.0,4.71,Wednesday
Trailmakers Deluxe E,1659.2,Flashbulb Games,2020-02-28,Action & adventure,7.0,30.27,Friday
Leo's Fortune,269.0,Tilting Point,2015-05-21,Action & adventure,3.0,551.68,Thursday
Kids Sight Words,164.0,Intellijoy,2015-06-02,Educational,3.0,68.66,Tuesday
Kids Learn to Read (,164.0,Intellijoy,2013-02-07,Educational,3.0,105.04,Thursday
Dr. Panda's Airport,164.0,Dr. Panda Ltd,2013-10-30,Family & kids,3.0,97.88,Wednesday
Toca Train,164.0,Toca Boca AB,2014-12-16,Family & kids,3.0,37.05,Tuesday
Mind Games Pro,269.0,Mindware Consulting Inc,2013-12-28,Puzzle & trivia,3.0,41.62,Saturday
3D Chess Game Plus,649.0,A Trillion Games Ltd,2014-02-26,Strategy,3.0,4.77,Wednesday
World Cricket Champi,164.0,Nextwave Multimedia Inc.,2013-03-12,Sports,3.0,38.86,Tuesday
Halo Infinite (Campa,489.0,Xbox Game Studios,2021-12-08,Shooter,16.0,50000.0,Wednesday
Halo: Reach,489.0,Xbox game Studios,2019-12-03,Shooter,16.0,10.12,Tuesday
Halo Wars 2: Complet,2639.2,Microsoft Studios,2017-09-25,Strategy,16.0,48620.0,Monday
Skyrim Special Editi,1439.2,Bethesda Softworks,2021-03-11,Role playing,18.0,12670.0,Thursday
Farming Simulator 18,219.0,GIANTS Software,2018-04-07,Simulation,3.0,310.58,Saturday
Halo 3: ODST,489.0,Xbox Game Studios,2020-09-22,Shooter,16.0,10.12,Tuesday
Injustice™ 2 - Stand,489.0,Warner Bros. Interactive Entertainment,2017-11-14,Fighting,16.0,62090.0,Tuesday
Obsurity (for Window,269.0,Xitilon,2021-09-28,Action & adventure,7.0,244.57,Tuesday
Farming Simulator 19,799.2,Focus Home Interactive,2021-07-15,Simulation,3.0,1080.0,Thursday
Geometry Dash Classi,54.0,MiniG,2020-08-19,Action & adventure,3.0,22.46,Wednesday
ARK: Ultimate Surviv,3249.0,Studio Wildcard,2021-05-27,Action & adventure,16.0,166910.0,Thursday
Ori: The Collection,2399.0,Xbox Game Studios,2021-02-09,Action & adventure,7.0,3600.0,Tuesday
Shiro (for Windows 1,269.0,Xitilon,2021-09-21,Platformer,7.0,107.0,Tuesday
Toca Life: Town,164.0,Toca Boca AB,2014-10-07,Family & kids,3.0,45.98,Tuesday
Survivalcraft 2,219.0,Candy Rufus Games,2016-12-14,Action & adventure,7.0,25.48,Wednesday
Farming Simulator 19,1279.2,Focus Home Interactive,2021-07-15,Simulation,3.0,4380.0,Thursday
Halo Wars 2: Standar,489.0,Microsoft Studios,2017-02-20,Strategy,16.0,48620.0,Monday
Bloons TD5,549.0,Ninja Kiwi,2017-10-23,Strategy,3.0,249.27,Monday
Incredibox,269.0,So Far So Good,2018-12-05,Music,3.0,255.9,Wednesday
Ori and the Blind Fo,489.0,Xbox Game Studios,2016-03-30,Platformer,7.0,3600.0,Wednesday
Forza Horizon 4 Delu,4319.2,Microsoft Studios,2018-10-01,Racing & flying,3.0,443.95,Monday
World War Z: Afterma,2724.0,Saber Interactive Inc.,2021-09-21,Action & adventure,18.0,30.35,Tuesday
Forza Horizon 4 Expa,2069.1,Microsoft Studios,2018-10-01,Racing & flying,3.0,14050.0,Monday
World War Z: Afterma,2174.0,Saber Interactive Inc.,2021-09-21,Action & adventure,18.0,10.12,Tuesday
Goat Simulator Windo,489.0,Double Eleven Limited,2018-10-25,Action & adventure,12.0,1810.0,Thursday
Midnight Calling: Je,549.0,Big Fish Games,2021-09-25,Action & adventure,12.0,656.87,Saturday
Cities: Skylines - W,489.0,Paradox Interactive,2017-05-19,Simulation,3.0,12070.0,Friday
Hello Neighbor,489.0,tinyBuild,2017-12-08,Action & adventure,7.0,2190.0,Friday
Moorhuhn,54.0,Doyodo Entertainment,2013-12-21,Puzzle & trivia,3.0,38.43,Saturday
FINAL FANTASY IX,1749.0,SQUARE ENIX CO. LTD.,2019-02-13,Role playing,7.0,4970.0,Wednesday
Gears 5 Game of the ,3199.2,Xbox Game Studios,2020-12-15,Shooter,18.0,10.11,Tuesday
SnowRunner - Premium,1519.2,Focus Home Interactive,2021-05-18,Simulation,3.0,91.08,Tuesday
DOOM Eternal: Year O,2249.1,Bethesda Softworks,2020-12-01,Shooter,18.0,23.52,Tuesday
Toca Kitchen 2,164.0,Toca Boca AB,2015-04-01,Family & kids,3.0,55.67,Wednesday
Stormhill Mystery: F,379.0,Specialbit Studio,2019-01-16,Action & adventure,7.0,795.32,Wednesday
Fairy Godmother Stor,549.0,Big Fish Games,2021-10-02,Action & adventure,18.0,1230.0,Saturday
Middle-earth™: Shado,489.0,Warner Bros. Games,2017-10-09,Action & adventure,18.0,10.09,Monday
PokeAquarium,54.0,sstrong,2018-12-31,Puzzle & trivia,3.0,118.48,Monday
Grim Tales: The Heir,549.0,Big Fish Games,2021-09-18,Action & adventure,7.0,859.17,Saturday
PC Building Simulato,974.0,The Irregular Corporation,2019-08-13,Educational,3.0,3080.0,Tuesday
FINAL FANTASY XV WIN,2249.0,SQUARE ENIX CO. LTD.,2018-03-06,Role playing,16.0,86240.0,Tuesday
Dr. Atominus (for Wi,269.0,Xitilon,2021-07-21,Platformer,3.0,27.4,Wednesday
PlanetCraft: Block C,54.0,Playlabs LLC,2019-11-20,Action & adventure,3.0,375.54,Wednesday
Hearts of Iron IV: C,489.0,Paradox Interactive,2019-11-13,Strategy,7.0,89.68,Wednesday
Coronavirus: Doom an,219.0,Poor Cat,2020-04-23,Action & adventure,7.0,925.76,Thursday
Remnant: From the As,2179.2,Perfect World Entertainment Inc.,2020-08-20,Action & adventure,16.0,20.23,Thursday
Halo: Spartan Strike,489.0,Microsoft Studios,2014-11-25,Action & adventure,7.0,1120.0,Tuesday
Timberman Fun Game,84.0,LiHe,2020-12-22,Strategy,3.0,3.18,Tuesday
Fallout 4: Game of t,3199.2,Bethesda Softworks,2021-03-16,Role playing,18.0,12670.0,Tuesday
Jam Game,324.0,Poor Cat,2019-02-08,Action & adventure,3.0,816.68,Friday
Survivalcraft,219.0,Candy Rufus Games,2011-11-16,Action & adventure,7.0,20.02,Wednesday
DRAGON QUEST® XI S: ,489.0,SQUARE ENIX,2020-12-04,Role playing,12.0,40000.0,Friday
DOOM Eternal: The An,1506.6,Bethesda Softworks,2020-12-01,Shooter,18.0,10.12,Tuesday
Halo: Spartan Assaul,489.0,Microsoft Studios,2013-07-08,Action & adventure,12.0,1010.0,Monday
Castle of no Escape ,269.0,Xitilon,2021-03-03,Action & adventure,3.0,33.0,Wednesday
Farm Frenzy 2,164.0,Alawar Entertainment Inc.,2012-12-04,Family & kids,3.0,115.64,Tuesday
Pocket City: Windows,54.0,Codebrew Games Inc.,2020-01-22,Simulation,3.0,184.05,Wednesday
Butterfly (for Windo,269.0,Xitilon,2021-05-12,Action & adventure,3.0,97.95,Wednesday
Hydro Thunder Hurric,549.0,Xbox Game Studios,2012-10-19,Racing & flying,7.0,447.76,Friday
ReactorX (for Window,269.0,Xitilon,2021-04-14,Puzzle & trivia,7.0,175.5,Wednesday
Crusader Kings III: ,3529.2,Paradox Interactive,2020-09-01,Role playing,12.0,68.38,Tuesday
Colorful Colore (for,269.0,Phoenix Reborn Games,2021-07-23,Puzzle & trivia,3.0,37.41,Friday
Forager,489.0,Humble Games,2020-07-16,Action & adventure,3.0,170.19,Thursday
Butterfly 2 (for Win,269.0,Xitilon,2021-05-12,Action & adventure,3.0,183.97,Wednesday
Dead by Daylight: UL,2590.0,Behaviour Interactive Inc.,2021-08-04,Action & adventure,18.0,20.24,Wednesday
Smart Moves 2 (for W,269.0,Xitilon,2021-06-16,Card & board,3.0,50.32,Wednesday
Outer Wilds: Archaeo,2174.0,Annapurna Interactive,2021-09-28,Action & adventure,7.0,10.09,Tuesday
Middle-earth™: Shado,1879.2,Warner Bros. Games,2018-08-30,Action & adventure,18.0,2420.0,Thursday
SUPERHOT - Windows 1,619.0,SUPERHOT Team,2019-02-02,Action & adventure,12.0,3560.0,Saturday
MechWarrior 5: Merce,3249.0,Sold Out,2021-09-23,Shooter,12.0,20.23,Thursday
The Explorer Of Nigh,324.0,Xitilon,2021-06-18,Action & adventure,3.0,59.71,Friday
Bullet Beat (for Win,269.0,Xitilon,2021-04-14,Action & adventure,3.0,328.02,Wednesday
MyMaitê (for Windows,269.0,Phoenix Reborn Games,2021-07-02,Action & adventure,3.0,23.32,Friday
Smart Moves (for Win,269.0,Xitilon,2021-04-14,Card & board,7.0,41.78,Wednesday
PIPE by BMX Streets,549.0,Mash Games,2018-02-07,Simulation,3.0,1130.0,Wednesday
Forgotton Anne Win 1,549.0,Game Troopers,2020-03-06,Action & adventure,12.0,6350.0,Friday
Defense Zone 3 Ultra,164.0,Kotov Artem Valerevich IP,2017-01-22,Strategy,12.0,1410.0,Sunday
DOOM Eternal Standar,489.0,Bethesda Softworks,2020-12-01,Shooter,18.0,10.12,Tuesday
Space Invader 7,1299.0,VR Game Studio,2020-08-21,Action & adventure,3.0,36.64,Friday
SCARLET NEXUS Deluxe,4239.2,BANDAI NAMCO Entertainment,2021-06-24,Action & adventure,16.0,2440.0,Thursday
Hugo Retro Mania,79.0,5th Planet Games,2013-12-24,Action & adventure,3.0,169.74,Tuesday
Killer Instinct: Def,489.0,Xbox Game Studios,2016-12-09,Fighting,16.0,57020.0,Friday
ACA NEOGEO METAL SLU,524.0,HAMSTER Corporation,2018-07-27,Action & adventure,12.0,89.77,Friday
Life is Strange: Tru,1099.0,Square Enix,2021-09-09,Action & adventure,16.0,2360.0,Thursday
The Walking Dead: Se,824.0,Telltale Games,2017-02-23,Action & adventure,18.0,3730.0,Thursday
WorldCraft: 3D Build,54.0,Playlabs LLC,2015-10-08,Action & adventure,7.0,185.98,Thursday
Genshin Memory Game,269.0,Nocodesoft,2020-11-06,Action & adventure,3.0,87.26,Friday
Mystery Case Files: ,269.0,Big Fish Games Inc,2013-06-18,Strategy,7.0,486.9,Tuesday
Synchro Hedgehogs (f,269.0,Xitilon,2021-06-29,Action & adventure,3.0,37.6,Tuesday
Mushroom Savior (For,269.0,Flying Islands Team,2021-08-20,Puzzle & trivia,3.0,34.36,Friday
Deep Rock Galactic -,2179.2,Coffee Stain Publishing,2020-05-13,Shooter,16.0,30.27,Wednesday
Cities: Skylines - M,4359.2,Paradox Interactive,2019-01-31,Simulation,3.0,12080.0,Thursday
The Secret Order 8: ,379.0,Artifex Mundi,2020-02-25,Action & adventure,7.0,1490.0,Tuesday
Sig.NULL (for Window,269.0,Half-Face Games,2021-06-11,Puzzle & trivia,3.0,96.56,Friday
Draw a Stickman: EPI,109.0,Hitcents.com Inc.,2012-10-26,Action & adventure,7.0,114.27,Friday
Wasteland 3 (PC) Col,2399.2,Prime Matter,2021-10-05,Role playing,18.0,6430.0,Tuesday
Rayman Jungle Run,164.0,Ubisoft Entertainment,2013-03-07,Action & adventure,7.0,54.96,Thursday
DOOM Eternal: The An,1506.6,Bethesda Softworks,2021-03-18,Shooter,18.0,13.4,Thursday
Parking 3D - Street ,1749.0,1TapGames,2020-09-17,Puzzle & trivia,3.0,1700.0,Thursday
LEGRAND LEGACY: Tale,1099.0,Another Indie Studio,2019-10-03,Role playing,16.0,14100.0,Thursday
Dead Cells: The Fata,1299.2,Motion Twin,2021-01-26,Action & adventure,16.0,20.24,Tuesday
Train Sim World® 202,2499.0,Dovetail Games,2020-03-05,Simulation,3.0,13640.0,Thursday
Big Farm Story,1099.0,Goodgame Studios,2021-05-10,Role playing,3.0,377.85,Monday
Sunset Overdrive,489.0,Xbox Game Studios,2018-11-16,Action & adventure,16.0,27740.0,Friday
Toca Hair Salon 2,164.0,Toca Boca AB,2014-05-21,Family & kids,3.0,33.77,Wednesday
Castle of no Escape ,434.0,Xitilon,2021-05-12,Action & adventure,7.0,131.74,Wednesday
Batman: The Telltale,824.0,Telltale Games,2016-11-02,Action & adventure,18.0,13620.0,Wednesday
Zoombinis,269.0,WD Encore Software LLC,2016-08-24,Educational,3.0,976.34,Wednesday
The Long Dark,489.0,Hinterland Studio Inc,2017-11-02,Action & adventure,16.0,11300.0,Thursday
Happy Farm Hay Day,109.0,Wind Game Studio,2018-09-04,Simulation,3.0,5.72,Tuesday
CHUCHEL,324.0,Amanita Design s.r.o.,2019-01-22,Action & adventure,3.0,717.88,Tuesday
Steam Game Tiles,79.0,Truben Corp,2019-07-03,Tools,3.0,31.09,Wednesday
Spirit Legends: The ,549.0,Big Fish Games,2021-06-19,Action & adventure,18.0,1320.0,Saturday
Funny Animal Puzzles,109.0,CLEVERBIT,2018-08-14,Educational,3.0,42.09,Tuesday
Escape Sequence (for,269.0,Xitilon,2021-06-30,Puzzle & trivia,3.0,30.14,Wednesday
Gears Triple Bundle,7399.0,Xbox Game Studios,2021-06-18,Shooter,18.0,10.11,Friday
Grim Tales: Heritage,549.0,Big Fish Games,2021-05-29,Action & adventure,18.0,602.15,Saturday
Yakuza: Like a Drago,4559.2,SEGA,2020-11-10,Role playing,18.0,40.45,Tuesday
"Kids Puzzles, Funny ",109.0,CLEVERBIT,2018-07-16,Puzzle & trivia,3.0,46.23,Monday
League of Stickmen,54.0,Yodo1 Ltd,2016-01-21,Fighting,12.0,69.64,Thursday
Death in the Water,164.0,Lighthouse Games Studio,2019-09-11,Shooter,16.0,199.46,Wednesday
Fairway Solitaire by,109.0,Big Fish Games Inc,2013-09-19,Card & board,3.0,231.65,Thursday
Draw a Stickman: EPI,269.0,Hitcents.com Inc.,2015-07-09,Action & adventure,3.0,68.55,Thursday
Enigmatis 3: The Sha,379.0,Artifex Mundi,2016-09-22,Puzzle & trivia,12.0,1250.0,Thursday
